MinTemp;MaxTemp;Rainfall;Sunshine;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RISK_MM;RainTomorrow
6.6;13.1;0.2;8.2;NNW;WNW;31;30;62;53;1013.5;1014;5;1;10.6;12.3;0;0;0
-1.6;11.5;0;8.9;ESE;NNW;7;20;82;53;1024.3;1021.9;1;1;3;11.1;0;0;0
-3.1;12;0;3.9;SSW;NE;4;13;80;52;1030.5;1030;1;6;5.9;10.2;0;0;0
-0.1;14.2;0;7;NA;WNW;NA;2;81;55;1032.9;1028.9;1;2;4.7;12.6;0;0;0
-0.6;14;0;7.1;WNW;NNW;2;22;86;59;1030;1026.3;5;5;3.7;13.6;0;0.8;0
3;11.1;0.8;0.2;NA;N;0;13;99;96;1024.4;1021.1;7;8;6.3;8.6;0;16.8;1
2.9;9.5;16.8;6.5;NA;NW;0;15;93;72;1021.6;1019.6;6;6;5.5;7.4;1;0;0
-1.3;8.8;0;2.8;NW;NW;9;15;95;68;1020;1016.8;7;6;1.8;8;0;0;0
1.8;8.7;0;1.2;NW;NW;31;35;83;85;1014.6;1010.5;7;7;6;6.9;0;1.6;1
2.9;8.4;1.6;7.7;NW;WNW;20;31;76;66;1016.7;1018.2;7;3;5.5;7.1;1;0.2;0
-2.6;11.1;0.2;6.5;E;NNW;2;7;87;54;1027.1;1022.7;1;7;0.8;9.9;0;0;0
0.5;11;0;0.9;NA;NW;0;15;92;69;1024.4;1021.9;7;7;2.8;10.7;0;0;0
2.7;16.5;0;8.9;SW;NNW;7;22;93;51;1021.8;1019;5;1;6.7;15.9;0;0;0
-1.7;13.6;0;5.2;NA;NNW;NA;17;83;46;1023;1020.1;1;7;3.9;13.3;0;0.2;0
-0.9;12.8;0.2;1.9;SE;NNW;6;9;99;62;1024.1;1020.8;7;7;2.7;12.1;0;0;0
-1.8;11.5;0;4.7;NA;NNW;0;24;99;55;1019.7;1013.9;7;3;1.3;11;0;0;0
1.3;10.6;0;5.6;NNW;WNW;24;33;75;73;1010.8;1009.4;3;5;7.7;8.2;0;1.2;1
2.4;11.6;1.2;8.1;NNW;NW;15;22;71;48;1016.7;1014.9;1;3;6;10.7;1;0.2;0
-1.1;11;0.2;0;NA;NE;0;6;92;87;1014.4;1009;7;8;2.4;8.7;0;19.2;1
2.3;11.6;19.2;7.5;WNW;WNW;26;31;78;56;1006.9;1010.3;7;3;7.6;11.2;1;0;0
-2.2;11.6;0;9.2;E;SSW;2;28;68;33;1025.7;1025.8;1;1;3.4;11;0;0;0
-3.5;11.2;0;7.7;N;ESE;6;11;76;48;1033.5;1031.1;1;5;3.6;10.1;0;0;0
-1;12.2;0;8.4;SE;E;7;13;82;51;1032.2;1027.4;3;5;3.7;10.8;0;0;0
-2.1;12.9;0;8.1;SE;SE;7;13;92;25;1025.7;1020.9;2;1;1.4;12.3;0;0.2;0
-2;11.3;0.2;5.9;SE;WNW;2;19;88;50;1020;1015.3;7;7;1.2;10.9;0;0;0
-2.3;9.7;0;1.9;SSE;WSW;6;13;92;66;1013.8;1010;7;7;1;7.8;0;1.4;1
-1.6;10.7;1.4;9.1;SSW;S;28;37;74;56;1014.1;1014.9;2;4;5.6;9.6;1;0;0
0.8;12.2;0;8.6;S;S;19;22;69;49;1020.9;1016.8;3;1;6.5;11.2;0;0;0
-2.8;12.2;0;8.7;NA;NNW;0;15;84;48;1018.3;1014.6;1;1;2.7;11.5;0;0;0
-2.8;14.1;0;6.8;NA;WNW;0;26;81;38;1017.3;1012.9;1;7;3;12.8;0;1;0
3;9.7;1;0.7;NW;NW;19;28;64;82;1005.1;1001.3;8;7;9.6;8.6;0;6.6;1
4.4;11.5;6.6;9.3;NNW;WNW;28;31;67;56;1013.9;1014.9;1;1;6.9;10.5;1;0;0
2.3;12.8;0;9.6;ENE;WNW;4;24;70;48;1021.2;1018.1;1;1;7.8;11.6;0;0;0
-2;12.3;0;5.8;ESE;W;4;19;81;60;1020.9;1018.3;1;7;2.6;9.1;0;0;0
-1.9;10.9;0;4.2;NA;SSW;0;26;78;72;1020.8;1019.2;3;8;5.5;7.2;0;4;1
4.8;14.1;4;8.3;S;SSE;30;22;67;48;1018.2;1017.6;5;1;8.9;13.6;1;0;0
-0.6;11.1;0;5;SE;N;7;26;89;78;1018.4;1015.9;7;7;3.8;5.7;0;1.2;1
3.1;12.5;1.2;7.2;WNW;N;6;30;69;62;1019.8;1019.1;6;2;7.6;11.3;1;0;0
-2.9;9.6;0;7.3;N;NW;6;24;76;70;1022.4;1019;1;6;5.6;8.1;0;0.4;0
-3.5;7.6;0.4;4.7;NW;NW;30;24;92;68;1014.8;1012.6;8;6;3.3;5.1;0;0.4;0
-0.3;9.3;0.4;9.9;NNW;N;9;30;72;60;1017.4;1016.6;1;1;4.7;8.3;0;0;0
0.1;10.4;0;7.9;NW;WNW;22;24;69;63;1021.3;1020.1;1;6;7;8.6;0;0;0
2.3;12.2;0;9.8;WNW;NW;20;30;58;41;1024.2;1022.4;1;1;6.5;10.4;0;0;0
2.1;10.7;0;9.4;NNW;WNW;28;39;59;45;1022.2;1018.2;1;1;6.2;9.5;0;0;0
4.6;14.7;0;8.4;WNW;NW;28;33;54;51;1014.7;1012.4;1;3;9.2;12;0;0;0
3.7;14.2;0;10;WNW;WSW;24;28;52;27;1012.7;1011.8;1;1;8.7;13.5;0;0;0
-1.3;11.6;0;10.4;ESE;NNW;9;17;59;35;1023.3;1022;0;1;4.5;10.8;0;0;0
-3.4;12.5;0;6.8;NNW;WNW;7;30;89;30;1025.2;1021.8;6;7;1.4;11.2;0;0;0
-5.3;13.1;0;7.9;N;NNW;4;20;94;47;1029.6;1025.6;6;6;0.1;12.2;0;0;0
0;14;0;4.7;NNW;WNW;13;24;60;36;1027.3;1024.4;7;7;7.9;12.4;0;0;0
2.4;14.1;0;1.8;NNW;NW;15;30;50;27;1021.4;1017.8;8;8;8.6;13.2;0;0;0
-0.6;12.2;0;7;S;S;15;26;66;44;1018.5;1016.8;8;5;6.9;10.7;0;0;0
2.3;11.6;0;9.5;SSW;ESE;30;17;49;38;1025.9;1025.5;1;1;6.7;11.1;0;0;0
-3.7;14.4;0;10.4;N;NNW;2;11;64;28;1031;1028;0;0;5.2;14;0;0;0
-0.9;14.2;0;7.8;SSW;N;7;19;82;34;1030.2;1024.4;7;6;5.3;12.8;0;0;0
-1.5;17.3;0;9;NA;WNW;0;26;77;23;1023.9;1020.3;5;7;4.8;15.8;0;0;0
-3.3;15.1;0;NA;SSE;SE;9;13;57;23;1027.7;1025.5;1;1;7.9;14.4;0;0;0
-0.1;14.7;0;9.9;SE;NE;6;15;60;43;1029.9;1025.9;1;5;7.2;12.3;0;0;0
-0.2;16.2;0;5.9;NA;ENE;0;20;74;45;1027.6;1022.9;7;6;7.3;14.6;0;0;0
0.5;16.3;0;4.1;SSW;WSW;4;6;81;45;1023.7;1017.5;7;8;6.2;15.4;0;4;1
6.1;17.2;4;2.4;NW;WNW;24;15;89;85;1011.2;1010.4;7;7;13.5;12.6;1;7.4;1
4.1;14.8;7.4;10.8;NW;W;20;28;60;34;1023.2;1021.7;1;1;8.8;14.3;1;0;0
0.1;16.7;0;10.2;ESE;NNE;2;13;69;44;1027;1024.8;1;4;9;14.9;0;0;0
3.2;12.1;0;3.9;SE;SE;17;20;69;51;1033.6;1033.2;7;5;9.3;11.1;0;0.2;0
5.4;11.3;0.2;0.6;SE;ESE;11;17;65;61;1035.7;1031.9;7;7;8.3;10.2;0;0;0
5.8;12.4;0;0;SSE;ESE;13;13;79;73;1027.3;1023.5;8;8;8.7;10.8;0;0;0
6.3;16.1;0;2.9;S;S;19;24;63;33;1019.7;1016.2;7;7;10;15.7;0;0;0
-0.9;16.7;0;8.6;WNW;NW;7;22;84;33;1018.1;1013.9;7;7;6.4;15.5;0;1;0
0.2;15.5;1;9.4;NA;WNW;0;11;79;37;1020.6;1018.2;1;1;7.2;15.3;0;0;0
-3.7;14.7;0;10.9;SE;N;9;22;53;25;1025.8;1020.9;0;0;5.5;13.4;0;0;0
-2.7;15.2;0;9.7;SW;WNW;6;20;62;35;1022.8;1017.9;1;2;6.3;14.9;0;0;0
-2.5;16.6;0;9.9;NE;N;4;20;68;20;1018.8;1013.9;1;1;6;16.3;0;0;0
-0.5;21.6;0;9.9;NNE;NW;9;26;44;27;1014.6;1010.9;7;5;11.9;21.5;0;0;0
9;25.5;0;10.2;N;NW;20;26;47;31;1015.3;1011.4;3;1;17.5;25.1;0;9.8;1
13.1;19.4;9.8;6;N;NW;39;30;71;43;1007.3;1006;7;1;16.7;18.2;1;1.6;1
8.7;19.7;1.6;8;NW;NNW;31;52;63;33;1009.1;1001.5;3;6;15.6;18.5;1;3.4;1
3.9;13.2;3.4;11;WNW;WNW;26;31;53;33;1017;1017.6;3;1;7.1;12.2;1;0;0
0.7;14.1;0;9;SSW;NNW;6;7;69;43;1026.7;1022.1;7;1;7.4;13.7;0;0;0
1.1;18;0;8.6;NNW;NNW;2;28;82;36;1021;1015.6;4;1;7;17.8;0;0;0
5.1;23.3;0;10.3;N;NW;9;28;54;30;1016.4;1011.7;1;1;16.4;22.4;0;0;0
7.5;23.3;0;10.9;N;NW;15;41;46;15;1012.5;1010.9;1;0;18.3;21.3;0;0;0
4.7;19.5;0;11;NNE;NNW;13;33;42;25;1018.7;1015.1;1;0;14.5;18.3;0;0;0
3.2;21.9;0;5.2;SSE;NW;2;20;51;50;1012.1;1006.5;1;8;15.9;21;0;17.4;1
7.8;16.2;17.4;7.9;NW;N;15;22;73;44;1016.7;1017.8;7;1;8;14.3;1;0;0
2.4;17.3;0;11.3;SSE;SW;4;6;67;33;1030.5;1027.7;1;1;10.7;16.5;0;0;0
3.2;18.7;0;11.1;E;NNW;4;13;70;32;1032.2;1026.9;1;1;11;18.1;0;0;0
2.5;20.9;0;10.6;NW;WNW;20;26;48;35;1025.4;1020.6;2;6;15.4;20;0;0;0
6.5;25.7;0;10.5;NNW;NW;2;24;62;25;1022.8;1016.4;5;1;15.9;24.7;0;0;0
14.4;24.3;0;11.1;NW;NW;31;30;36;25;1010.5;1009.9;1;1;20.4;23;0;0;0
4.9;18.9;0;9.4;S;NW;6;22;41;32;1015.2;1013.9;2;7;14.9;16;0;0;0
2.3;16.8;0;11.4;NNW;NNW;6;28;52;34;1019.8;1017;2;1;9.8;16.3;0;0;0
1.4;20.6;0;11.1;SW;N;6;30;56;16;1020.8;1015.4;5;1;11.3;19.5;0;0;0
5.6;27.6;0;11;NNW;NW;15;28;44;21;1017.7;1014.1;0;0;19;26.7;0;0;0
16.8;28.9;0;10.8;NW;NW;31;41;44;22;1016.3;1011.8;1;1;22.5;28.4;0;7.6;1
14.4;20.7;7.6;4.9;NNW;NNW;20;19;94;65;1015.5;1013.2;8;4;14.5;19.3;1;3;1
10.3;21.3;3;6.7;ENE;N;7;19;79;46;1018.1;1013.6;8;1;11.7;19.8;1;0;0
11.2;18;0;8.4;N;W;24;33;65;40;1009.5;1005.3;5;4;12.8;16.2;0;8.2;1
0.3;16;8.2;11.8;NNW;N;11;28;68;45;1016.8;1013.3;1;1;6.9;14.6;1;0;0
0.5;17.9;0;11.5;NNE;NNW;2;26;72;33;1019.1;1017.5;0;1;7.2;16.6;0;0;0
0.5;20;0;11.5;S;N;2;9;69;22;1026.2;1024.2;0;1;8.1;18.8;0;0;0
4.6;22;0;11;NNW;N;6;19;82;25;1028.8;1024.9;1;2;10;21.4;0;0;0
8.2;22.4;0;11.2;SSW;NW;2;17;70;30;1027.8;1023.8;1;3;13.6;20.6;0;0;0
4.5;23.9;0;11.7;ENE;NNW;4;11;67;27;1025.8;1021.5;0;4;12.6;22.3;0;0;0
6.7;26.1;0;7.5;NE;NNW;6;33;56;47;1020.9;1016;4;7;16.3;23.2;0;13.2;1
11.9;21.1;13.2;NA;NNE;N;7;24;82;61;1019.2;1016.7;7;3;14.5;19.4;1;0.6;0
9.2;19.6;0.6;10.4;SSE;NNW;4;7;71;42;1022.3;1019.7;7;4;11.6;18.4;0;0;0
4.4;21;0;12.2;SW;NW;2;9;73;30;1025.7;1022.3;1;1;9.6;19.2;0;0;0
5;24.1;0;12;NA;NNW;0;26;73;34;1024.5;1020.7;6;1;11.6;21.9;0;0;0
6.7;24.7;0;8.6;N;NW;4;20;80;31;1025.7;1022.2;1;7;12.7;23.7;0;0;0
8.3;28.5;0;9.8;W;NW;2;26;66;30;1024.1;1019.8;1;6;16.8;27.4;0;0.2;0
11.3;27.4;0.2;12.1;SE;NW;6;31;60;20;1021.4;1017.5;1;1;16.4;26.3;0;0;0
9;20.6;0;6.2;S;SW;11;11;54;28;1022.3;1018.6;7;5;11.4;18.5;0;0.8;0
3.4;15;0.8;11.7;S;S;35;37;43;24;1023.4;1023.1;1;5;8.3;14.3;0;0;0
3.2;18;0;12.2;SSE;S;26;15;47;25;1026.6;1022.8;1;2;9.1;16.3;0;0;0
0.9;20.7;0;8.4;SSE;N;2;17;71;29;1023.2;1018.4;3;8;9.4;19.1;0;0;0
3.3;25.5;0;10.8;N;NNW;4;19;57;16;1018.8;1014.6;0;3;12;24.8;0;0;0
7.9;26.1;0;3.5;NA;WNW;0;19;45;20;1017.6;1014.2;5;8;16.3;25.9;0;0;0
9;30.7;0;12.1;SSE;NW;7;50;38;15;1016.1;1010.8;1;3;20.4;30;0;0;0
7.1;28.4;0;12.7;NNW;NNW;2;19;45;22;1020;1016.9;0;1;17.2;28.2;0;0;0
12.5;19.9;0;5.3;ENE;ENE;11;9;63;47;1024;1022.8;3;2;14.5;18.3;0;0;0
12.5;26.9;0;7.1;SSW;WNW;6;28;69;39;1021;1016.2;6;7;15.8;25.9;0;0;0
12.3;30.2;0;12.6;NW;WNW;31;35;43;13;1009.6;1009.2;1;1;23.8;28.6;0;0;0
